legacyId,parentId,qubitParentSlug,title,radGeneralMaterialDesignation,radTitleStatementOfResponsibility,levelOfDescription,repository,identifier,extentAndMedium,scopeAndContent,acquisition,arrangement,language,locationOfOriginals,reproductionConditions,eventDates
,,test-csv-upload-satya-fonds,Penny Early interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Penny Early (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 1 hr., 36 min., 25 sec.","Oral history interview with Penny Early feminist and social worker in Sudbury, Ontario.  Topics include: Sudbury, social work, homelessness, pornography, Sudbury Women's Centre. Note: two songs are recorded at the end of the recording, Penny's husband Rob Tough accompanied Penny in singing ""Bread and Roses"".",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-26
,,test-csv-upload-satya-fonds,Penny Early transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Penny Early (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 24 pages,"Transcript for the oral history interview with Penny Early feminist and social worker in Sudbury, Ontario.  Topics include: Sudbury, social work, homelessness, pornography, Sudbury Women's Centre. Note: two songs are recorded at the end of the recording, Penny's husband Rob Tough accompanied Penny in singing ""Bread and Roses"".",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-26
,,test-csv-upload-satya-fonds,Raminder Dosanjh interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Rader Dosanjh (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 15 min., 49 sec.","Oral history interview with Rader Dosanjh founding member of Indian Mahila Association (Vancouver, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-07-21
,,test-csv-upload-satya-fonds,Reanna Erasmus interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Reanna Erasmus (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  55 min., 40 sec.","Oral history interview with Reanna Erasmus First Nations activist (N'dilo, NWT)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-07-27
,,test-csv-upload-satya-fonds,Rosella Melanson interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Rosella Melanson (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  42 min., 12 sec.","Oral history interview with Rosella Melanson head of Advisory Council on the Status of Women (Fredericton, NB)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-23
,,test-csv-upload-satya-fonds,Rosemary Sadlier part 1 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Rosemary Sadlier (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 1 hr., 7 min., 52 sec.","Oral history interview with Rosemary Sadlier the President of the Ontario Black History Society. Topics inlcude: Ontario Black History Society, race, childcare, YWCA, social work.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),Contact interviewee if used in publication. All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections. ,2008-08-18
,,test-csv-upload-satya-fonds,Rosemary Sadlier part 2 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Rosemary Sadlier (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,"1 sound recording (wav) : 1 min., 45 sec.","Oral history interview with Rosemary Sadlier the President of the Ontario Black History Society. Topics inlcude: Ontario Black History Society, race, childcare, YWCA, social work.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),Contact interviewee if used in publication. All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections. ,2008-08-18
,,test-csv-upload-satya-fonds,Rosemary Sadlier part 3 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Rosemary Sadlier (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I3,"1 sound recording (wav) : 6 min., 28 sec.","Oral history interview with Rosemary Sadlier the President of the Ontario Black History Society. Topics inlcude: Ontario Black History Society, race, childcare, YWCA, social work.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),Contact interviewee if used in publication. All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections. ,2008-08-18
,,test-csv-upload-satya-fonds,Rosemary Sadlier part 4 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Rosemary Sadlier (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I4,"1 sound recording (wav) : 2 min., 49 sec.","Oral history interview with Rosemary Sadlier the President of the Ontario Black History Society. Topics inlcude: Ontario Black History Society, race, childcare, YWCA, social work.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),Contact interviewee if used in publication. All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections. ,2008-08-18
,,test-csv-upload-satya-fonds,Rosemary Sadlier transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Rosemary Sadlier (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I5,1 textual record (doc) : 22 pages,"Transcript for the oral history interview with Rosemary Sadlier the President of the Ontario Black History Society. Topics inlcude: Ontario Black History Society, race, childcare, YWCA, social work.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),Contact interviewee if used in publication. All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections. ,2008-08-18
,,test-csv-upload-satya-fonds,Ruth Reyno interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Ruth Reyno (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (mp3) : 1 hr., 5 min., 40 sec.","Oral history interview with Ruth Reyno Sudbury teacher, activist and feminist. Topics include: Sudbury, northern Ontario, aboriginal women, teaching, Sudbury Women's Centre.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-28
,,test-csv-upload-satya-fonds,Ruth Reyno transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Ruth Reyno (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 20 pages,"Transcript for the oral history interview with Ruth Reyno Sudbury teacher, activist and feminist. Topics include: Sudbury, northern Ontario, aboriginal women, teaching, Sudbury Women's Centre.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-28
,,test-csv-upload-satya-fonds,Ruth Spence interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Ruth Spence (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  58 min., 4 sec.","Oral history interview with Ruth Spence early feminist activist (Yellowknife, NWT)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-07-27
,,test-csv-upload-satya-fonds,Shelagh Day interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Shelagh Day (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 1 hr., 40 ","Oral history interview with Shelagh Day feminist activist (Vancouver, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-07-25
,,test-csv-upload-satya-fonds,Shelagh Wilkinson interview,Sound recording (electronic),"Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer), Mary Breen (interviewer) and Shelagh Wilkinson (interviewee)",Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 1 hr., 28 min., 56 sec.",Oral history interview with Shelagh Wilkinson feminist and scholar.,Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-05-22
,,test-csv-upload-satya-fonds,Shelagh Wilkinson transcript,Textual record (electronic),"Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer), Mary Breen (interviewer) and Shelagh Wilkinson (interviewee)",Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 25 pages,Transcript for the oral history interview with Shelagh Wilkinson feminist and scholar.,Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-05-22
,,test-csv-upload-satya-fonds,Simone Rainville part 1 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Simone De Rainville (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  49 min., 51 sec.","Oral history interview with Simone de Rainville Acadian feminist and academic (Moncton, NB)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en | fr,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-26
,,test-csv-upload-satya-fonds,Simone Rainville part 2 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Simone De Rainville (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,"1 sound recording (wav) :  10 min., 18 sec. ","Oral history interview with Simone de Rainville Acadian feminist and academic (Moncton, NB)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en | fr,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-26
,,test-csv-upload-satya-fonds,Susan Beharriell part 1 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Susan Beharriell (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 1 hr., 26 min., 25 sec.","Oral history interview with Susan Beharriell one of the first women to enter the Regular Officer Basic Training. Topics include: Women in the military, Kingston, RMC, Air Force.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-10-14
,,test-csv-upload-satya-fonds,Susan Beharriell part 2 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Susan Beharriell (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,"1 sound recording (wav) : 20 min., 35 sec.","Oral history interview with Susan Beharriell one of the first women to enter the Regular Officer Basic Training. Topics include: Women in the military, Kingston, RMC, Air Force.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-10-14
,,test-csv-upload-satya-fonds,Susan Beharriell part 3 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Susan Beharriell (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I3,1 sound recording (wav) : 7 sec.,"Oral history interview with Susan Beharriell one of the first women to enter the Regular Officer Basic Training. Topics include: Women in the military, Kingston, RMC, Air Force.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-10-14
,,test-csv-upload-satya-fonds,Susan Beharriell transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Susan Beharriell (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I5,1 textual record (doc) : 28 pages,"Transcript for oral history interview with Susan Beharriell one of the first women to enter the Regular Officer Basic Training. Topics include: Women in the military, Kingston, RMC, Air Force.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-10-14
,,test-csv-upload-satya-fonds,Susan Beharriell transcript for CFUW speech Sep 2008,Textual record (electronic),Susan Beharriell (creator),Item,Archives et collections spéciales/Archives and Special Collections,I4,1 textual record (doc) : 31 pages,Transcript for CFUW speech Sep 2008 by Susan Beharriell one of the first women to enter the Regular Officer Basic Training. ,Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008
,,test-csv-upload-satya-fonds,Sylvia Ostry CV 2006,Textual record (electronic),Sylvia Ostry (creator),Item,Archives et collections spéciales/Archives and Special Collections,I1,1 textual record (doc) : 17  pages,"CV for Sylvia Ostry, Canadian economist and public servant, that was included with the oral history interview.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2006
,,test-csv-upload-satya-fonds,Sylvia Ostry interview,Sound recording (electronic),"Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer), Mary Breen (interviewer) and Sylvia Ostry (interviewee)",Item,Archives et collections spéciales/Archives and Special Collections,I2,"1 sound recording (wav) : 1 hr., 12 min., 53 sec. ","Oral history interview with Sylvia Ostry Canadian economist and public servant. Topics include: University of Manitoba, women in medical school, women in government, child care, OECD, women in economics, separatism in Quebec.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-05-28
,,test-csv-upload-satya-fonds,Sylvia Ostry transcript,Textual record (electronic),"Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer), Mary Breen (interviewer) and Sylvia Ostry (interviewee)",Item,Archives et collections spéciales/Archives and Special Collections,I3,1 textual record (doc) : 19 pages,"Transcript for oral history interview with Sylvia Ostry Canadian economist and public servant. Topics include: University of Manitoba, women in medical school, women in government, child care, OECD, women in economics, separatism in Quebec.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-05-28
,,test-csv-upload-satya-fonds,Wendy Lawrence June 7 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Wendy Lawrence (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 1 hr., 29 min., 42 sec","Oral history June 7th interview with Wendy Lawrence former member of the Ontario Committee on the Status of Women. Topics include: Ontario Committee on the Status of Women, Doris Anderson, women in government, CIDA, women in development.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-06-07
,,test-csv-upload-satya-fonds,Wendy Lawrence June 7 transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Wendy Lawrence (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 21 pages,"Transcript for June 7th oral history interview with Wendy Lawrence former member of the Ontario Committee on the Status of Women. Topics include: Ontario Committee on the Status of Women, Doris Anderson, women in government, CIDA, women in development.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-06-07
,,test-csv-upload-satya-fonds,Wendy Lawrence Oct 1 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Wendy Lawrence (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I3,"1 sound recording (wav) : 1 hr., 32 min., 31 sec.","Oral history interview with Wendy Lawrence former member of the Ontario Committee on the Status of Women. Topics include: Ontario Committee on the Status of Women, Doris Anderson, women in government, CIDA, women in development.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-10-01
